,researcher_name,skills
102,"Mandal, Krishna","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
103,"Matolak, David","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
104,"Matta, Fabio","{'polymer matrix', 'quality earth', 'structure sponsor', 'structure hazard', 'national institute standard technology', 'facility corrosion', 'theoretical construction', 'stressor area', 'area affordable', 'steel concrete', 'matrix composite', 'assessment constructed', 'dr matta', 'national science', 'strengthening repair', 'material structural', 'matta team', 'structure multi', 'industry', 'multi scale', 'affordable high', 'concrete structure', 'sponsor national', 'team conduct', 'construction material', 'advanced cement', 'load testing', 'multi functional', 'scale multi', 'functional reinforcement', 'experimental theoretical', 'ranging affordable', 'structural performance', 'standard technology', 'composite concrete', 'department energy', 'hazard mitigation', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'cement polymer', 'high quality', 'dwelling structure', 'earth masonry', 'corrosion steel', 'dr matta team conduct experimental theoretical construction material structural performance', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'emphasis extreme', 'civil structure', 'national institute', 'institute standard', 'masonry advanced', 'constructed facility', 'reinforcement cement', 'cement composite', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'extreme stressor', 'mitigation strengthening', 'repair civil', 'conduct experimental', 'concrete load', 'quality dwelling', 'monitoring assessment', 'science foundation'}"
105,"Matthews, Catherine","{'csce class', 'instructor csce', 'instructor csce class'}"
106,"Matthews, Manton M","{'language processing', 'security', 'natural language processing', 'natural language', 'graph theory'}"
107,"Matthews, Michael A.","{'role deliquescence', 'borohydride addition', 'underway group', 'society ac', 'hydrogen storage', 'carbonix llc', 'ph texas', 'environmental health', 'doe ha', 'understanding hydration', 'reaction water', 'matthew obtained', 'approximately journal', 'ha led', 'two major', 'grant niehs', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'founded carbonix', 'joined teach', 'environmental improvement', 'professor mike', 'focused development', 'engineer two', 'texas joined', 'expanded understanding', 'funding nsf', 'storage chemical', 'state reaction', 'field thermodynamics', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'science aimed', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'protein respiratory', 'development novel', 'pem fuel', 'institute environmental', 'ac currently', 'american chemical', 'institute chemical', 'dioxide biomedical', 'carbon dioxide', 'biomaterials funding', 'niehs second', 'utilization chemical', 'dr matthew', 'engineering chemistry', 'project related hydrogen storage chemical hydride', 'thrust underway', 'group first', 'application supercritical', 'biomedical imaging', 'technology sterilization', 'funding ha', 'paper ha', 'utilization reaction', 'deliquescence reaction', 'ha raised', 'mike matthew', 'fuel cell', 'ac fellow', 'ha focused', 'product important', 'chemical hydride', 'understanding role', 'hydride hydrogen', 'disinfection synthetic', 'improved understanding', 'project related', 'biomedical engineering', 'broad field', 'currently serf', 'storage medium', 'sbir grant', 'serf committee', 'deal application', 'institute biomedical', 'ha served', 'vapor sodium', 'allergenic protein', 'fellow american', 'teach conduct', 'society american', 'health science', 'conduct broad', 'biomedical application', 'reaction product', 'bioengineering ha', 'natural biomaterials', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'llc aid', 'funding national', 'aid three', 'sterilization disinfection', 'chemical society', 'synthetic natural', 'served department', 'hydration state', 'department chair', 'ha published', 'application funding', 'application pem', 'chemistry division', 'water vapor', 'indoor allergenic', 'hazard dr', 'published approximately', 'led expanded', 'three sbir', 'matthew founded', 'journal paper', 'chemical engineer', 'thrust utilization', 'chemistry ha', 'nsf doe', 'major thrust', 'raised funding', 'related hydrogen', 'sodium borohydride', 'cell funding', 'green chemistry', 'imaging bioengineering', 'american institute', 'second thrust', 'aimed abatement', 'obtained ph', 'novel technology', 'first deal', 'improvement ac', 'chair industrial', 'abatement indoor', 'associate dean', 'industrial engineering', 'national institute', 'total water', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'respiratory hazard', 'decreasing total', 'division american', 'committee environmental', 'important decreasing', 'water utilization', 'supercritical carbon'}"
108,"McAnally, A. Steve","{'project optimization', 'water production', 'developing community', 'focus water', 'cost portable', 'industrial municipal', 'water treatment', 'using low', 'waste minimization', 'treatment heavy', 'mcanally focus', 'wastewater treatment', 'dr mcanally focus water wastewater treatment', 'reform civil', 'heavy metal', 'environmental engineering', 'particularly appropriate', 'potable water', 'constructed wetland', 'education reform', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'treatment education', 'community recent', 'low cost', 'dr mcanally', 'appropriate technology', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'corrosion control', 'industrial waste', 'recent project', 'application developing', 'application industrial', 'civil environmental', 'optimization study', 'water wastewater', 'metal removal', 'treatment unit', 'industrial waste minimization', 'wetland application', 'municipal wastewater', 'removal corrosion', 'study potable', 'portable water', 'production using', 'technology application', 'area water', 'unit area'}"
109,"McCants, Dale ","{'computational fluid', 'experimental computational', 'dynamic heat', 'nanofluids heat', 'dr mccants', 'experimental computational fluid dynamic heat transfer', 'heat transfer', 'dr mccants nanofluids heat transfer mechanic', 'electronics thermal management', 'mccants nanofluids', 'transfer mechanic', 'fluid dynamic', 'thermal management', 'electronics thermal'}"
110,"McNeill, Stephen ","{'image correlation', 'mechanic reverse', 'digital image', 'experimental mechanic', 'dr mcneill computer vision', 'microprocessor', 'digital image correlation', 'reverse engineering', 'experimental mechanic reverse engineering', 'mcneill computer', 'computer vision', 'dr mcneill'}"
111,"Meekins, Benjamin H.","{'state electrochemistry', 'hydrogen generation', 'solid state', 'photoelectrochemistry', 'electrochemistry', 'solar energy', 'solid state electrochemistry'}"
112,"Mobli, Mostafa","{'previously developed', 'cooling industry', 'thermal analysis', 'glow discharge', 'importance accurate', 'flow heat', 'simulate phase', 'temperature analysis', 'numerical solution', 'transfer focused', 'interested numerical', 'developed method', 'fluid flow', 'used various', 'scale used', 'application specially', 'analysis glow', 'various cooling', 'change micro', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'method simulate', 'accurate temperature', 'heat transfer', 'micro nano', 'specially focused', 'involving reactive', 'developing new', 'transfer application', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'numerical method', 'wide range', 'method analyze', 'focused continuous', 'continuous method', 'focused developing', 'nano scale', 'discharge simulation', 'range fluid', 'solution problem', 'discharge show', 'new numerical', 'problem involving', 'analyze wide', 'phase change', 'reactive flow', 'show importance', 'applying previously', 'method applying'}"
113,"Monnier, John R.","{'large number', 'industrially relevant', 'catalyst design', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'current design', 'composition ag', 'either automated', 'carried either', 'metal doe', 'selective oxidation', 'higher output', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'industrial company', 'isolated crystallite', 'reaction conducted', 'chemical higher', 'catalytic deposition', 'site ha', 'ag pt', 'particle rather', 'surface formation', 'laboratory us', 'pre existing', 'wisconsin milwaukee', 'surface placing', 'applied wide', 'preparative method', 'difficult characterize', 'multi functional', 'flow reactor', 'process may', 'nature activated', 'transformation hydrocarbon', 'metal support', 'biomass molecule', 'catalyst synthesis', 'tank reactor', 'metal site', 'group focus heterogeneous catalysis', 'catalyst selective', 'several industrial', 'reaction pathway', 'either simultaneous', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'pt co', 'silica supported', 'chemical reaction', 'metal solution', 'reactor six', 'successive step', 'characterization evaluation', 'support perhaps', 'reactor project', 'metal catalyst', 'selective deposition', 'reaction selective', 'molecule glycerol', 'hydrocarbon higher', 'opportunity changing', 'performance bimetallic', 'difficult correlate', 'heterogeneous catalysis', 'catalyst afford', 'metal salt', 'salt onto', 'either catalytic', 'selective hydrogenation', 'crystallite secondary', 'engineering centerroom', 'even difficult', 'used deposit', 'rational catalyst', 'pem fuel', 'impregnation metal', 'deposition supported', 'design synthesis', 'currently funded', 'perhaps importantly', 'supported carbon', 'electronic property', 'higher value', 'ensemble catalytic', 'controlled chemical', 'bimetallic particle', 'prepared large', 'support successive', 'deposited metal', 'selective transformation', 'step metal', 'salt metal', 'depending nature', 'virtually impossible', 'selective oxidation biomass molecule glycerol', 'several industrial company', 'introducing bifunctionality', 'deposited metal metal', 'often carried', 'number bimetallic', 'difficult characterize catalytic system', 'au pd', 'bimetallic catalyst', 'characterize catalytic', 'group focus', 'formation bimetallic', 'metallic surface', 'high pressure', 'changing catalyst', 'fuel cell', 'catalytic metal', 'metal metal', 'secondary metal', 'electrocatalysts pem', 'salt addition', 'evaluated traditional', 'catalytic reaction', 'catalytic system', 'conducted either', 'range metal', 'olefin reaction', 'modifying electronic property catalytic surface site', 'activated metal', 'solution onto', 'cell bimetallic', 'plug flow', 'relevant process', 'value chemical', 'pt rh', 'doe', 'composition laboratory', 'either changing', 'ed result', 'metal prepared', 'changing performance', 'deposition secondary', 'activated reducing', 'stirred tank', 'electroless deposition', 'wide range', 'rh tested', 'synthesis characterization', 'catalyst support', 'agent principle', 'support autocatalytic', 'selective epoxidation', 'pd evaluated', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'may either', 'supported composition', 'epoxidation olefin', 'pt rh tested electrocatalysts pem fuel cell', 'pas plug', 'catalytic surface', 'ensure formation', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'catalytic site', 'whereby controlled', 'synthesis often', 'pressure batch', 'funded nsf', 'synthesis novel', 'property catalytic', 'addition either', 'traditional catalytic', 'hydrogenation multi', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'two high', 'placing different', 'permit selected', 'ed industrially', 'site reducing', 'deposition metal', 'process applied', 'us electroless', 'tested electrocatalysts', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'doe occur', 'formation isolated', 'occur thus', 'onto metallic', 'output pem', 'centerroom main', 'functional olefin', 'either preparative', 'afford great', 'simultaneous co', 'novel bimetallic', 'onto catalyst', 'pt pd', 'metallic particle', 'catalyst surface', 'impossible ensure', 'proximity bimetallic', 'focus heterogeneous', 'silica supported composition ag pt', 'autocatalytic deposition', 'using electroless', 'virtually impossible ensure formation bimetallic particle rather', 'different catalytic', 'six two', 'surface ensemble', 'st ambrose', 'active surface', 'formation separate', 'sc', 'depending nature activated metal site reducing agent principle', 'engineering centerroom main streetcolumbia', 'existing metal', 'cu pd', 'particle metal', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'main streetcolumbia', 'separate metallic', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'catalyst composition', 'deposition ed', 'catalyst performance', 'metal onto', 'evaluation current', 'deposit metal', 'project currently', 'batch stirred', 'site permit', 'contiguous proximity', 'onto pre', 'result selective', 'reaction used', 'ha activated', 'onto reduced', 'metal contiguous', 'onto catalytic', 'oxidation biomass', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'co impregnation', 'modifying electronic', 'ranging rational', 'formation separate metallic particle metal doe occur thus', 'great opportunity', 'surface site', 'selected reaction', 'agent process', 'reducing agent', 'catalyst using', 'correlate catalyst', 'bifunctionality active', 'single pas'}"
114,"Morehouse, Jeff ","{'morehouse ha', 'application humid', 'range thermodynamic', 'energy system', 'dr morehouse', 'cell power', 'student investigated', 'project evaporative', 'engine application', 'solar energy', 'involved conventional', 'ground coupled', 'system ground', 'ranging space', 'evaporative system', 'thermodynamic heat', 'heat engine', 'analysis currently', 'broad range', 'associated solar', 'based fuel', 'heat pump', 'dr morehouse student investigated broad range thermodynamic heat engine application', 'pump phase', 'storage system', 'long associated', 'system design', 'hvac control', 'coupled heat', 'control project', 'space based', 'currently involved', 'system application', 'humid climate', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'conventional hvac', 'ha long', 'change storage', 'power system', 'design analysis', 'phase change', 'morehouse student', 'investigated broad', 'system dr', 'fuel cell'}"
115,"Moss, Melissa Ann","{'yield plaque', 'inflammatory response', 'process identify', 'senile plaque', 'plaque composed', 'various aggregation', 'dot blotting', 'vascular cell', 'static dynamic light scattering', 'inhibition aggregation', 'activation correlating', 'protein aggregate', 'focus involvement', 'plaque consequently', 'technique including', 'perpetuate stoke', 'microscopy furthermore', 'light scattering', 'utilize myriad', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'aggregation ha', 'may perpetuate', 'approach alzheimer', 'disease one', 'neuronal vascular', 'protein aggregation', 'focus understand', 'loss cerebrovasculature', 'aggregate fibril', 'including chromatography', 'disease senile', 'fibril deposit', 'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'amyloid protein', 'ab stimulation', 'sc moss', 'atomic force microscopy furthermore', 'one therapeutic', 'deposit yield', 'disease focus', 'stimulation neuronal', 'characterize inhibitor', 'determine various', 'associated neuronal', 'involvement protein', 'therapeutic agent', 'effort design', 'composed primarily', 'aggregation utilize', 'aggregation cellular', 'aggregation process', 'cell particular', 'neuronal apoptosis', 'therapeutic approach', 'one hallmark', 'stoke plaque', 'affect neuronal', 'nf kb', 'emerged one', 'brain associated', 'myriad biophysical', 'neuronal loss', 'seek determine', 'correlating change', 'force microscopy', 'ab aggregation', 'seek determine various aggregation product affect neuronal vascular cell particular', 'aggregation product', 'inhibitor attenuate', 'biophysical technique', 'disease therapy', 'alzheimer disease', 'electron microscopy', 'understand aggregation', 'product affect', 'identify characterize', 'western blotting', 'attenuate aggregation', 'assist effort', 'static dynamic', 'primarily amyloid', 'including nf', 'cerebrovasculature may', 'interested ab', 'moss focus', 'main streetroom', 'kb activation', 'effective therapeutic', 'hallmark alzheimer', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'dynamic light', 'fluorescence spectroscopy', 'endothelial inflammatory', 'plaque accumulate', 'agent alzheimer', 'aggregation alzheimer', 'cellular effect', 'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'effect assist', 'design effective', 'ha emerged', 'atomic force', 'change ab', 'apoptosis endothelial', 'accumulate brain'}"
116,"Mullen, Robert L","{'room main st columbia', 'sc tr', 'tr pm', 'room main', 'sc tr pm pm', 'pm pm', 'st columbia', 'main st'}"
117,"Mustain, William E","{'electrocatalysis', 'battery', 'synthesis', 'electrochemical engineering'}"
118,"Nelakuditi, Srihari","{'wireless networking', 'computer networking', 'mobile computing'}"
119,"Nezhad, Cyrus Riahi","{'specialization based', 'separation science', 'utilizing experimental', 'experimental numerical', 'fluid mechanic', 'liquid flow', 'water gas', 'based innovative', 'characterization mesoporous', 'area specialization', 'shift reaction', 'combination fluid', 'high liquid', 'heating cooling', 'optimal gas', 'radioactive waste', 'exhaust emission', 'production using', 'hydrogen production', 'numerical analysis', 'phase interaction', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'conditioning gedac', 'electro coalescence', 'application nano catalyst hydrogen production using water gas shift reaction', 'heterogeneous catalysis', 'enhanced electric', 'broad area', 'organic compound', 'automotive exhaust', 'nano catalyst', 'waste water', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'tower optimal', 'field including', 'radioactive waste treatment', 'volatile organic', 'including electro', 'gas engine', 'gas shift', 'using water', 'compound application', 'main street room', 'main street', 'mesoporous heterogeneous', 'coalescence application', 'drop electro coalescence application biofuel production', 'riahi nezhad', 'catalysis separation', 'packed tower', 'separation enhanced', 'application nano', 'tannery waste', 'application biofuel', 'synthesis characterization', 'electro mixing', 'analysis application', 'high liquid flow packed tower optimal gas liquid phase interaction', 'biofuel production', 'destruction volatile', 'levee closure', 'flow breached', 'liquid phase', 'emission control', 'catalyst oxidative', 'mechanic utilizing', 'waste treatment', 'drop electro', 'application automotive', 'water treatment', 'street room', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'levee levee', 'gedac heating', 'air conditioning', 'innovative combination', 'gas liquid', 'flow packed', 'breached levee', 'electric field', 'heterogeneous catalyst', 'sc', 'tannery waste water treatment', 'catalyst hydrogen', 'oxidative destruction', 'hydraulic fluid', 'gas engine driven air conditioning gedac heating cooling', 'driven air', 'nezhad broad', 'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'engine driven', 'application flow'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'reilly teach', 'james reilly', 'teach various', 'undergraduate course', 'various undergraduate', 'james reilly teach various undergraduate course'}"
122,"Ortiz-Hernandez, Ivelisse","{'interested use', 'background involves', 'analytical instrumentation', 'system reaction', 'new catalytic', 'teaching developing', 'involves development', 'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'chemical engineering', 'curriculum area', 'heterogeneous catalytic', 'area chemical', 'catalytic system', 'energy system', 'engineering chemical', 'catalytic material', 'hernandez background', 'development characterization', 'experience involves', 'use analytical', 'technique characterization', 'chemical technology', 'system also', 'developing new', 'material study', 'involves teaching', 'study heterogeneous', 'application environmental', 'also interested', 'condition involves', 'reaction experience', 'reaction condition', 'ortiz hernandez', 'study chemical', 'characterization material', 'puerto rico', 'characterization new', 'new curriculum', 'alternate energy', 'material application', 'involves study', 'ph', 'instrumentation technique', 'environmental alternate', 'ch', 'chemical reaction'}"
123,"Pain, Christopher C.","{'leading modelling', 'non linear', 'patent', 'modelling technique', 'mesh adaptivity', 'graduated phd student completed industry council grant', 'dr pain professor department earth science engineering imperial college london icl', 'fluidity foundation', 'fluid solid', 'parallel solution', 'pain professor', 'author general', 'mesh adaptive', 'student completed', 'recurrent feed forward neural network', 'london winning', 'council grant', 'description differential', 'electrical inversion', 'dynamic including', 'oceanography geophysical', 'solution technique', 'amcg specialises', 'measure mesh', 'applied computation', 'geometry original', 'journal publication', 'method ha', 'leading dr', 'key proposal', 'discrete element', 'honored imperial', 'dr pain', 'ha authored', 'optimisation', 'feature inverse', 'general computational', 'atmosphere climate', 'neural network', 'pain academic', 'inversion transient', 'method ocean', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'cratering wa', 'computation modelling', 'specialises development', 'oceanography geophysical fluid dynamic', 'general purpose', 'turbulence modelling', 'recurrent feed', 'graduated phd', 'phase ocean', 'book chapter', 'industry council', 'shape description', 'neutral particle', 'coupled fluid', 'department earth', 'parallel computational', 'adjoint method', 'london icl', 'excellence award', 'ocean modelling', 'atmosphere climate system', 'foundation majority', 'completed industry', 'feed forward', 'including parallel solution technique', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'science engineering', 'comprises active', 'modelling ha', 'head applied', 'engineering imperial', 'group amcg', 'winning excellence', 'fluid dynamic', 'forward neural', 'error measure', 'phase flow', 'grouping icl', 'modelling discrete', 'imaging', 'computational fluid', 'largest grouping', 'particle radiation', 'engineering biomedical', 'ha included', 'professor department', 'linear non', 'coastal flow', 'academic general', 'active scientist', 'resolution linear', 'also head', 'core numerical', 'modelling group', 'innovative world', 'numerical shape', 'element method', 'imperial college', 'original author', 'included anisotropic', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'inverse modelling', 'activity key', 'group ha', 'engineering fluid including multiphase flow', 'modelling feature', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'radiation transport', 'linear dynamic', 'scientist amcg', 'technique earth', 'wa honored', 'nuclear safety', 'recognition world', 'priori error measure mesh adaptivity', 'neutral particle radiation transport', 'including multi', 'multiphase flow', 'fluid including', 'climate system', 'engineering biomedical science group ha core numerical method ocean', 'anisotropic electrical', 'impact cratering wa honored imperial college london winning excellence award', 'linear equation', 'application innovative', 'phd student', 'biomedical science', 'engineering fluid', 'adaptive multi', 'development application', 'flow using', 'discretization technique', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'including parallel', 'coupled fluid solid modelling discrete element method', 'geophysical fluid', 'impact cratering', 'seismic inversion', 'transient coastal', 'earth science', 'including multiphase', 'uk also head applied computation modelling group amcg', 'inversion method', 'priori error', 'numerical', 'numerical method', 'non linear dynamic', 'majority activity', 'science group', 'differential geometry', 'uk also', 'college london', 'icl comprises', 'solid modelling', 'inversion inversion', 'authored journal', 'ha core', 'multi phase', 'dynamic code', 'code fluidity', 'resolution linear non linear equation', 'using adjoint', 'purpose parallel', 'world leading'}"
124,"Patel, Chandrashekhar","{'road columbia', 'school medicine', 'garner ferry', 'bldg room', 'room garner', 'sc patel', 'molecular regulation', 'endothelial smooth', 'regulation vascular', 'vascular endothelial', 'sc patel molecular regulation vascular endothelial smooth muscle cell', 'ferry road', 'smooth muscle', 'muscle cell', 'medicine bldg', 'patel molecular', 'school medicine bldg room garner ferry road columbia'}"
125,"Paul, Titan C.","{'thermal management microelectronics', 'storage liquid', 'heat transfer phase change', 'problem building', 'transfer problem', 'liquid solar', 'thermal management', 'building environment', 'heat transfer moisture migration problem building environment', 'solar technology', 'heat transfer', 'mass transfer', 'includes energy', 'numerical method', 'energy storage', 'conjugate heat', 'dr paul', 'moisture migration', 'transfer phase', 'dr paul includes energy storage liquid solar technology', 'phase change', 'transfer moisture', 'heat mass', 'numerical method conjugate heat mass transfer problem', 'management microelectronics', 'migration problem', 'method conjugate', 'paul includes'}"
126,"Peters, Wally ","{'complex system', 'system study', 'dr peter', 'study design', 'dr peter complex system study design', 'peter complex'}"
127,"Plante, Portia","{'plante teach', 'portia plante', 'teach various', 'undergraduate course', 'various undergraduate', 'portia plante teach various undergraduate course'}"
128,"Popov, Branko N.","{'engineering centerroom', 'main streetcolumbia', 'croatia', 'sc dr popovpopov readership worldwideph', 'skopje', 'centerroom main', 'sc dr', 'macedonia', 'dr popovpopov', 'illinois', 'zagreb', 'kiril metodij', 'engineering centerroom main streetcolumbia', 'popovpopov readership', 'readership worldwideph'}"
129,"Potts, Jay","{'lineage pathway', 'involve region', 'road columbia', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'myriad congenital', 'room garner', 'valve progenitor', 'interventricular septum', 'mesenchymal cell', 'understanding early', 'fibroblastic lineage', 'hoffman', 'ferry road', 'ra', 'cardiac defect', 'pathway atrioventricular', 'known epithelial', 'atrioventricular valve', 'school medicine', 'tan', 'therapeutic measure', 'canal av', 'defect majority', 'membranous portion', 'promotes fibroblastic', 'critical building', 'early heart', 'known atrioventricular', 'potts', 'portion interventricular', 'future therapeutic', 'av av', 'progenitor cell', 'junor', 'rr', 'epithelial mesenchymal', 'yost', 'bldg room', 'cell transformation', 'canal responsible', 'medicine bldg', 'periostin promotes', 'extreme sociological', 'hart', 'goodwin', 'transformation understanding', 'heart particular', 'building foundation', 'place extreme', 'mj', 'av valve', 'atrioventricular canal', 'formed critical', 'measure norris', 'valve membranous', 'mm', 'garner ferry', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'region known', 'damon', 'prevalence congenital', 'burden myriad', 'foundation future', 'majority involve', 'dev dyn', 'cell dev', 'congenital cardiac', 'cardiac malformation', 'av canal', 'school medicine bldg room garner ferry road columbia', 'malformation place', 'markwald', 'process known', 'responsible production', 'accomplished process', 'brook', 'particular av', 'sc prevalence', 'jd', 'personal burden', 'sociological personal', 'septum accomplished', 'rl periostin', 'canal formed', 'production av'}"
130,"Qian, Yu","{'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'haul transit', 'infrastructure related', 'simulation currently', 'discrete element simulation currently serving committee member three trb committee', 'qian ha', 'high speed rail', 'heavy haul', 'yu qian', 'serving committee', 'pavement', 'working transportation', 'rail transportation', 'geosynthetics', 'currently serving', 'two arema committee', 'trb committee', 'dr yu', 'transportation geotechnics', 'high speed', 'two arema', 'arema committee', 'railroad infrastructure', 'committee member', 'mainly focusing heavy haul transit track structure', 'three trb', 'focusing heavy', 'transit track', 'ha working', 'discrete element', 'transportation committee', 'track structure', 'element simulation', 'mainly focusing', 'asce rail transportation committee', 'geotechnics railroad', 'member three', 'speed rail', 'asce rail'}"
131,"Ranson, Bill ","{'scale invariant', 'system life', 'measurement mechanical', 'life prediction', 'prediction application', 'modeling mechanical', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'ranson scale', 'learning system', 'application measurement', 'measurement system', 'mechanical system', 'dr ranson scale invariant computer vision application measurement mechanical system', 'dr ranson', 'technology learning', 'system measurement', 'application technology', 'invariant computer', 'vision application', 'computer vision', 'mathematical modeling'}"
132,"Regalbuto, John R.","{'notre dame', 'engineering centerroom', 'main streetcolumbia', 'centerroom main', 'sc', 'engineering centerroom main streetcolumbia'}"
133,"Regan, Elizabeth A.","{'health system', 'national himss', 'recently appointed', 'elmer donna', 'technology also', 'organization neky', 'himss innovation', 'regan served', 'chair health', 'kentucky state', 'school public', 'information system', 'professor health', 'medical school', 'joining usc', 'department integrated', 'state health', 'integrated information', 'member first', 'neky rhio', 'innovation assembly', 'assembly street', 'director northeast', 'kentucky regional', 'served five', 'innovation assembly street', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'year coordinating', 'eastern kentucky', 'regional health', 'year', 'technology associate', 'serf board', 'information technology', 'kentucky dr', 'appointed national', 'arnold school', 'extension center', 'two year', 'dr regan', 'school rural', 'system management', 'board chair', 'department information', 'year serf', 'rhio also', 'health prior', 'usc july', 'chair rhio', 'center eastern', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'suite', 'northeast kentucky', 'program wa', 'public health', 'council kentucky', 'board director', 'prior joining', 'associate professor', 'elizabeth regan', 'wa recently', 'connecticutdr elizabeth', 'information organization', 'morehead state', 'adjunct professor', 'exchange faculty', 'endowed chair', 'chair department', 'health information', 'leadership program', 'physician leadership', 'connecticutm', 'innovation committee', 'faculty kentucky', 'kentucky medical', 'coordinating council', 'served chair department information system', 'professor arnold', 'smith endowed', 'serf regional', 'also adjunct', 'sc', 'college business', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'regional extension', 'served chair', 'regan chair', 'rural physician', 'founding member', 'also serf', 'management two', 'donna smith', 'first board', 'five year', 'kentucky', 'information exchange'}"
