,researcher_name,skills
102,"Mandal, Krishna","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
103,"Matolak, David","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
104,"Matta, Fabio","{'structure hazard', 'standard technology', 'quality dwelling', 'constructed facility', 'multi functional', 'facility corrosion', 'matta team', 'national institute', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'structural performance', 'masonry advanced', 'emphasis extreme', 'quality earth', 'matrix composite', 'strengthening repair', 'high quality', 'concrete structure', 'dr matta team conduct experimental theoretical construction material structural performance', 'assessment constructed', 'advanced cement', 'reinforcement cement', 'concrete load', 'load testing', 'science foundation', 'national science', 'team conduct', 'structure multi', 'cement composite', 'multi scale', 'area affordable', 'hazard mitigation', 'corrosion steel', 'national institute standard technology', 'cement polymer', 'earth masonry', 'structure sponsor', 'affordable high', 'mitigation strengthening', 'polymer matrix', 'steel concrete', 'composite concrete', 'construction material', 'monitoring assessment', 'dwelling structure', 'extreme stressor', 'institute standard', 'conduct experimental', 'material structural', 'industry', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'ranging affordable', 'stressor area', 'civil structure', 'functional reinforcement', 'dr matta', 'repair civil', 'scale multi', 'experimental theoretical', 'theoretical construction', 'department energy', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'sponsor national'}"
105,"Matthews, Catherine","{'instructor csce class', 'instructor csce', 'csce class'}"
106,"Matthews, Manton M","{'natural language processing', 'natural language', 'security', 'graph theory', 'language processing'}"
107,"Matthews, Michael A.","{'improvement ac', 'carbonix llc', 'hazard dr', 'reaction water', 'mike matthew', 'texas joined', 'chair industrial', 'improved understanding', 'society american', 'application supercritical', 'matthew founded', 'ha focused', 'storage medium', 'focused development', 'aid three', 'doe ha', 'underway group', 'application funding', 'state reaction', 'project related', 'broad field', 'currently serf', 'synthetic natural', 'serf committee', 'borohydride addition', 'chemical hydride', 'science aimed', 'utilization reaction', 'institute chemical', 'ha raised', 'hydrogen storage', 'grant niehs', 'first deal', 'matthew obtained', 'major thrust', 'field thermodynamics', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'sterilization disinfection', 'biomedical imaging', 'reaction product', 'led expanded', 'sodium borohydride', 'national institute', 'chemistry ha', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'founded carbonix', 'hydration state', 'dioxide biomedical', 'funding national', 'nsf doe', 'raised funding', 'division american', 'indoor allergenic', 'approximately journal', 'cell funding', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'conduct broad', 'chemistry division', 'bioengineering ha', 'allergenic protein', 'institute biomedical', 'vapor sodium', 'environmental health', 'hydride hydrogen', 'deliquescence reaction', 'industrial engineering', 'understanding role', 'american institute', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'engineer two', 'understanding hydration', 'application pem', 'disinfection synthetic', 'three sbir', 'thrust utilization', 'niehs second', 'chemical society', 'associate dean', 'health science', 'project related hydrogen storage chemical hydride', 'ac fellow', 'utilization chemical', 'environmental improvement', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'american chemical', 'fuel cell', 'protein respiratory', 'funding ha', 'llc aid', 'expanded understanding', 'funding nsf', 'paper ha', 'teach conduct', 'dr matthew', 'thrust underway', 'pem fuel', 'water vapor', 'decreasing total', 'society ac', 'joined teach', 'biomedical engineering', 'group first', 'abatement indoor', 'journal paper', 'ha led', 'second thrust', 'carbon dioxide', 'two major', 'served department', 'important decreasing', 'respiratory hazard', 'deal application', 'fellow american', 'chemical engineer', 'biomaterials funding', 'technology sterilization', 'related hydrogen', 'department chair', 'published approximately', 'total water', 'professor mike', 'ph texas', 'imaging bioengineering', 'aimed abatement', 'product important', 'development novel', 'supercritical carbon', 'ac currently', 'biomedical application', 'obtained ph', 'role deliquescence', 'novel technology', 'natural biomaterials', 'ha served', 'institute environmental', 'water utilization', 'sbir grant', 'engineering chemistry', 'green chemistry', 'storage chemical', 'committee environmental', 'ha published'}"
108,"McAnally, A. Steve","{'wastewater treatment', 'heavy metal', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'cost portable', 'focus water', 'dr mcanally focus water wastewater treatment', 'portable water', 'recent project', 'corrosion control', 'treatment education', 'reform civil', 'environmental engineering', 'dr mcanally', 'industrial municipal', 'civil environmental', 'water production', 'unit area', 'education reform', 'mcanally focus', 'application developing', 'metal removal', 'water wastewater', 'application industrial', 'removal corrosion', 'industrial waste minimization', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'technology application', 'optimization study', 'treatment heavy', 'production using', 'study potable', 'water treatment', 'treatment unit', 'constructed wetland', 'municipal wastewater', 'potable water', 'project optimization', 'using low', 'developing community', 'industrial waste', 'appropriate technology', 'area water', 'waste minimization', 'particularly appropriate', 'wetland application', 'low cost', 'community recent'}"
109,"McCants, Dale ","{'nanofluids heat', 'fluid dynamic', 'electronics thermal', 'computational fluid', 'dynamic heat', 'dr mccants nanofluids heat transfer mechanic', 'heat transfer', 'experimental computational', 'dr mccants', 'transfer mechanic', 'thermal management', 'mccants nanofluids', 'electronics thermal management', 'experimental computational fluid dynamic heat transfer'}"
110,"McNeill, Stephen ","{'experimental mechanic reverse engineering', 'mechanic reverse', 'mcneill computer', 'dr mcneill', 'microprocessor', 'digital image', 'image correlation', 'reverse engineering', 'dr mcneill computer vision', 'digital image correlation', 'computer vision', 'experimental mechanic'}"
111,"Meekins, Benjamin H.","{'hydrogen generation', 'photoelectrochemistry', 'solar energy', 'state electrochemistry', 'electrochemistry', 'solid state electrochemistry', 'solid state'}"
112,"Mobli, Mostafa","{'analyze wide', 'discharge simulation', 'transfer application', 'analysis glow', 'transfer focused', 'involving reactive', 'solution problem', 'numerical solution', 'method simulate', 'simulate phase', 'phase change', 'discharge show', 'temperature analysis', 'scale used', 'focused developing', 'previously developed', 'developed method', 'used various', 'problem involving', 'cooling industry', 'application specially', 'specially focused', 'numerical method', 'flow heat', 'reactive flow', 'method applying', 'fluid flow', 'interested numerical', 'applying previously', 'heat transfer', 'micro nano', 'developing new', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'method analyze', 'glow discharge', 'range fluid', 'wide range', 'focused continuous', 'continuous method', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'nano scale', 'various cooling', 'show importance', 'importance accurate', 'accurate temperature', 'thermal analysis', 'change micro', 'new numerical'}"
113,"Monnier, John R.","{'great opportunity', 'salt addition', 'reducing agent', 'two high', 'surface site', 'sc', 'catalyst support', 'wisconsin milwaukee', 'whereby controlled', 'chemical reaction', 'ed industrially', 'ensure formation', 'particle metal', 'onto catalyst', 'reaction used', 'transformation hydrocarbon', 'catalytic site', 'deposition secondary', 'metal solution', 'single pas', 'several industrial company', 'industrial company', 'heterogeneous catalysis', 'characterization evaluation', 'metal support', 'project currently', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'funded nsf', 'impossible ensure', 'pressure batch', 'pt rh tested electrocatalysts pem fuel cell', 'silica supported composition ag pt', 'reaction pathway', 'centerroom main', 'catalyst afford', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'metallic surface', 'pt pd', 'functional olefin', 'preparative method', 'isolated crystallite', 'synthesis novel', 'ag pt', 'used deposit', 'bimetallic particle', 'catalytic system', 'relevant process', 'formation isolated', 'supported carbon', 'catalytic metal', 'wide range', 'using electroless', 'metal salt', 'focus heterogeneous', 'catalyst surface', 'metal contiguous', 'reaction selective', 'higher value', 'difficult correlate', 'pt rh', 'doe', 'nature activated', 'site ha', 'active surface', 'impregnation metal', 'reactor project', 'hydrogenation multi', 'bifunctionality active', 'plug flow', 'pt co', 'correlate catalyst', 'chemical higher', 'metal prepared', 'activated reducing', 'ensemble catalytic', 'placing different', 'process may', 'metal onto', 'reaction conducted', 'surface ensemble', 'rational catalyst', 'controlled chemical', 'metal catalyst', 'engineering centerroom main streetcolumbia', 'either simultaneous', 'range metal', 'selective epoxidation', 'different catalytic', 'reactor six', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'current design', 'selective oxidation biomass molecule glycerol', 'depending nature activated metal site reducing agent principle', 'virtually impossible', 'formation separate', 'industrially relevant', 'surface formation', 'group focus', 'catalyst composition', 'tested electrocatalysts', 'successive step', 'conducted either', 'catalyst design', 'novel bimetallic', 'agent process', 'higher output', 'formation bimetallic', 'hydrocarbon higher', 'deposition ed', 'electrocatalysts pem', 'currently funded', 'metallic particle', 'activated metal', 'selective hydrogenation', 'output pem', 'proximity bimetallic', 'characterize catalytic', 'catalyst synthesis', 'process applied', 'pre existing', 'onto pre', 'pas plug', 'olefin reaction', 'selective oxidation', 'multi functional', 'doe occur', 'deposit metal', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'pd evaluated', 'catalytic deposition', 'biomass molecule', 'six two', 'high pressure', 'catalyst selective', 'selected reaction', 'group focus heterogeneous catalysis', 'addition either', 'deposition metal', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'selective deposition', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'fuel cell', 'au pd', 'either changing', 'composition ag', 'large number', 'separate metallic', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'value chemical', 'electronic property', 'synthesis often', 'electroless deposition', 'synthesis characterization', 'ha activated', 'onto metallic', 'formation separate metallic particle metal doe occur thus', 'surface placing', 'pem fuel', 'composition laboratory', 'metal site', 'prepared large', 'us electroless', 'ed result', 'site permit', 'stirred tank', 'salt onto', 'introducing bifunctionality', 'either preparative', 'tank reactor', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'number bimetallic', 'difficult characterize catalytic system', 'catalytic surface', 'onto catalytic', 'secondary metal', 'particle rather', 'oxidation biomass', 'crystallite secondary', 'afford great', 'opportunity changing', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'cell bimetallic', 'supported composition', 'support perhaps', 'cu pd', 'carried either', 'virtually impossible ensure formation bimetallic particle rather', 'result selective', 'evaluated traditional', 'catalytic reaction', 'evaluation current', 'changing performance', 'main streetcolumbia', 'silica supported', 'molecule glycerol', 'support successive', 'traditional catalytic', 'epoxidation olefin', 'changing catalyst', 'engineering centerroom', 'salt metal', 'perhaps importantly', 'contiguous proximity', 'applied wide', 'metal doe', 'modifying electronic', 'existing metal', 'difficult characterize', 'onto reduced', 'catalyst performance', 'deposition supported', 'batch stirred', 'deposited metal metal', 'property catalytic', 'simultaneous co', 'rh tested', 'occur thus', 'flow reactor', 'selective transformation', 'often carried', 'agent principle', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'step metal', 'ranging rational', 'catalyst using', 'metal metal', 'autocatalytic deposition', 'permit selected', 'deposited metal', 'several industrial', 'depending nature', 'support autocatalytic', 'modifying electronic property catalytic surface site', 'even difficult', 'bimetallic catalyst', 'may either', 'st ambrose', 'co impregnation', 'either automated', 'either catalytic', 'site reducing', 'performance bimetallic', 'solution onto', 'laboratory us', 'design synthesis'}"
114,"Morehouse, Jeff ","{'ground coupled', 'dr morehouse', 'investigated broad', 'control project', 'student investigated', 'cell power', 'storage system', 'phase change', 'ha long', 'hvac control', 'fuel cell', 'application humid', 'humid climate', 'broad range', 'heat pump', 'evaporative system', 'pump phase', 'dr morehouse student investigated broad range thermodynamic heat engine application', 'coupled heat', 'change storage', 'thermodynamic heat', 'conventional hvac', 'project evaporative', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'based fuel', 'system dr', 'power system', 'range thermodynamic', 'morehouse student', 'long associated', 'energy system', 'design analysis', 'heat engine', 'currently involved', 'system ground', 'involved conventional', 'analysis currently', 'system application', 'morehouse ha', 'system design', 'ranging space', 'solar energy', 'space based', 'engine application', 'associated solar'}"
115,"Moss, Melissa Ann","{'approach alzheimer', 'microscopy furthermore', 'stimulation neuronal', 'myriad biophysical', 'seek determine', 'disease focus', 'dynamic light', 'effect assist', 'static dynamic light scattering', 'kb activation', 'western blotting', 'process identify', 'correlating change', 'cellular effect', 'inflammatory response', 'associated neuronal', 'aggregation cellular', 'product affect', 'change ab', 'inhibition aggregation', 'technique including', 'focus understand', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'biophysical technique', 'effective therapeutic', 'electron microscopy', 'atomic force microscopy furthermore', 'apoptosis endothelial', 'fluorescence spectroscopy', 'focus involvement', 'plaque composed', 'emerged one', 'brain associated', 'ha emerged', 'interested ab', 'cerebrovasculature may', 'neuronal loss', 'design effective', 'senile plaque', 'assist effort', 'protein aggregation', 'nf kb', 'inhibitor attenuate', 'agent alzheimer', 'perpetuate stoke', 'involvement protein', 'determine various', 'aggregation ha', 'understand aggregation', 'hallmark alzheimer', 'static dynamic', 'deposit yield', 'composed primarily', 'neuronal apoptosis', 'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'atomic force', 'disease therapy', 'moss focus', 'including chromatography', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'attenuate aggregation', 'identify characterize', 'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'cell particular', 'vascular cell', 'ab aggregation', 'main streetroom', 'primarily amyloid', 'including nf', 'one therapeutic', 'force microscopy', 'amyloid protein', 'protein aggregate', 'affect neuronal', 'loss cerebrovasculature', 'effort design', 'stoke plaque', 'sc moss', 'aggregation utilize', 'aggregate fibril', 'ab stimulation', 'therapeutic approach', 'disease one', 'endothelial inflammatory', 'fibril deposit', 'therapeutic agent', 'one hallmark', 'disease senile', 'dot blotting', 'plaque consequently', 'accumulate brain', 'plaque accumulate', 'neuronal vascular', 'various aggregation', 'activation correlating', 'seek determine various aggregation product affect neuronal vascular cell particular', 'utilize myriad', 'alzheimer disease', 'may perpetuate', 'characterize inhibitor', 'aggregation alzheimer', 'aggregation process', 'yield plaque', 'light scattering', 'aggregation product'}"
116,"Mullen, Robert L","{'st columbia', 'sc tr pm pm', 'room main', 'room main st columbia', 'tr pm', 'pm pm', 'sc tr', 'main st'}"
117,"Mustain, William E","{'synthesis', 'electrochemical engineering', 'battery', 'electrocatalysis'}"
118,"Nelakuditi, Srihari","{'wireless networking', 'mobile computing', 'computer networking'}"
119,"Nezhad, Cyrus Riahi","{'numerical analysis', 'sc', 'gas engine driven air conditioning gedac heating cooling', 'tower optimal', 'water gas', 'high liquid', 'innovative combination', 'conditioning gedac', 'experimental numerical', 'heterogeneous catalysis', 'drop electro coalescence application biofuel production', 'electro mixing', 'air conditioning', 'utilizing experimental', 'mechanic utilizing', 'exhaust emission', 'heterogeneous catalyst', 'liquid flow', 'biofuel production', 'application nano', 'waste treatment', 'main street', 'using water', 'flow breached', 'application flow', 'catalysis separation', 'drop electro', 'gedac heating', 'emission control', 'catalyst hydrogen', 'street room', 'analysis application', 'automotive exhaust', 'main street room', 'waste water', 'compound application', 'application biofuel', 'enhanced electric', 'high liquid flow packed tower optimal gas liquid phase interaction', 'application nano catalyst hydrogen production using water gas shift reaction', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'based innovative', 'coalescence application', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'optimal gas', 'levee closure', 'shift reaction', 'engine driven', 'synthesis characterization', 'heating cooling', 'phase interaction', 'oxidative destruction', 'electric field', 'production using', 'including electro', 'riahi nezhad', 'breached levee', 'broad area', 'characterization mesoporous', 'hydraulic fluid', 'separation enhanced', 'nezhad broad', 'packed tower', 'mesoporous heterogeneous', 'fluid mechanic', 'gas shift', 'gas liquid', 'radioactive waste treatment', 'hydrogen production', 'gas engine', 'driven air', 'flow packed', 'volatile organic', 'nano catalyst', 'specialization based', 'destruction volatile', 'water treatment', 'combination fluid', 'electro coalescence', 'application automotive', 'radioactive waste', 'tannery waste water treatment', 'organic compound', 'area specialization', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'tannery waste', 'liquid phase', 'catalyst oxidative', 'separation science', 'levee levee', 'field including'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'teach various', 'reilly teach', 'james reilly', 'undergraduate course', 'james reilly teach various undergraduate course', 'various undergraduate'}"
122,"Ortiz-Hernandez, Ivelisse","{'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'hernandez background', 'new curriculum', 'chemical technology', 'catalytic material', 'chemical reaction', 'engineering chemical', 'reaction condition', 'condition involves', 'heterogeneous catalytic', 'alternate energy', 'analytical instrumentation', 'involves study', 'ortiz hernandez', 'environmental alternate', 'technique characterization', 'also interested', 'involves development', 'involves teaching', 'ch', 'application environmental', 'material study', 'chemical engineering', 'area chemical', 'characterization new', 'ph', 'development characterization', 'system also', 'use analytical', 'developing new', 'study chemical', 'characterization material', 'instrumentation technique', 'catalytic system', 'study heterogeneous', 'reaction experience', 'experience involves', 'energy system', 'puerto rico', 'system reaction', 'interested use', 'curriculum area', 'new catalytic', 'material application', 'background involves', 'teaching developing'}"
123,"Pain, Christopher C.","{'development application', 'dr pain professor department earth science engineering imperial college london icl', 'climate system', 'original author', 'book chapter', 'resolution linear non linear equation', 'core numerical', 'council grant', 'group amcg', 'phase flow', 'engineering fluid', 'oceanography geophysical', 'including parallel', 'multiphase flow', 'professor department', 'coupled fluid', 'amcg specialises', 'inverse modelling', 'dynamic code', 'linear dynamic', 'using adjoint', 'transient coastal', 'priori error measure mesh adaptivity', 'technique earth', 'seismic inversion', 'scientist amcg', 'discretization technique', 'coastal flow', 'key proposal', 'adjoint method', 'linear equation', 'grouping icl', 'measure mesh', 'authored journal', 'leading modelling', 'innovative world', 'method ocean', 'modelling discrete', 'excellence award', 'world leading', 'flow using', 'graduated phd student completed industry council grant', 'engineering biomedical science group ha core numerical method ocean', 'applied computation', 'imaging', 'engineering biomedical', 'radiation transport', 'non linear', 'fluidity foundation', 'parallel computational', 'academic general', 'engineering imperial', 'author general', 'solid modelling', 'general purpose', 'multi phase', 'head applied', 'wa honored', 'phd student', 'description differential', 'anisotropic electrical', 'resolution linear', 'element method', 'computation modelling', 'largest grouping', 'forward neural', 'ha included', 'honored imperial', 'graduated phd', 'fluid including', 'general computational', 'cratering wa', 'science group', 'ocean modelling', 'application innovative', 'atmosphere climate', 'feed forward', 'error measure', 'modelling technique', 'group ha', 'geometry original', 'code fluidity', 'including multi', 'atmosphere climate system', 'method ha', 'numerical shape', 'foundation majority', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'priori error', 'oceanography geophysical fluid dynamic', 'leading dr', 'earth science', 'fluid solid', 'comprises active', 'impact cratering wa honored imperial college london winning excellence award', 'modelling group', 'dynamic including', 'solution technique', 'nuclear safety', 'purpose parallel', 'ha authored', 'including parallel solution technique', 'biomedical science', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'pain academic', 'engineering fluid including multiphase flow', 'uk also head applied computation modelling group amcg', 'uk also', 'parallel solution', 'numerical', 'electrical inversion', 'coupled fluid solid modelling discrete element method', 'turbulence modelling', 'neural network', 'mesh adaptive', 'dr pain', 'neutral particle', 'journal publication', 'completed industry', 'recurrent feed forward neural network', 'shape description', 'department earth', 'fluid dynamic', 'computational fluid', 'london icl', 'discrete element', 'imperial college', 'specialises development', 'recognition world', 'feature inverse', 'optimisation', 'modelling feature', 'college london', 'impact cratering', 'student completed', 'non linear dynamic', 'majority activity', 'ha core', 'winning excellence', 'also head', 'modelling ha', 'neutral particle radiation transport', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'inversion method', 'phase ocean', 'science engineering', 'patent', 'industry council', 'included anisotropic', 'mesh adaptivity', 'numerical method', 'icl comprises', 'inversion inversion', 'recurrent feed', 'london winning', 'activity key', 'geophysical fluid', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'adaptive multi', 'particle radiation', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'linear non', 'differential geometry', 'including multiphase', 'inversion transient', 'pain professor', 'active scientist'}"
124,"Patel, Chandrashekhar","{'muscle cell', 'regulation vascular', 'bldg room', 'vascular endothelial', 'smooth muscle', 'sc patel', 'molecular regulation', 'school medicine bldg room garner ferry road columbia', 'garner ferry', 'ferry road', 'road columbia', 'sc patel molecular regulation vascular endothelial smooth muscle cell', 'endothelial smooth', 'medicine bldg', 'patel molecular', 'room garner', 'school medicine'}"
125,"Paul, Titan C.","{'dr paul', 'building environment', 'transfer moisture', 'energy storage', 'phase change', 'problem building', 'heat transfer moisture migration problem building environment', 'storage liquid', 'liquid solar', 'heat mass', 'transfer phase', 'solar technology', 'thermal management', 'heat transfer phase change', 'numerical method', 'management microelectronics', 'transfer problem', 'includes energy', 'mass transfer', 'heat transfer', 'thermal management microelectronics', 'dr paul includes energy storage liquid solar technology', 'moisture migration', 'numerical method conjugate heat mass transfer problem', 'migration problem', 'method conjugate', 'conjugate heat', 'paul includes'}"
126,"Peters, Wally ","{'dr peter', 'system study', 'dr peter complex system study design', 'peter complex', 'study design', 'complex system'}"
127,"Plante, Portia","{'portia plante', 'teach various', 'plante teach', 'portia plante teach various undergraduate course', 'undergraduate course', 'various undergraduate'}"
128,"Popov, Branko N.","{'macedonia', 'engineering centerroom', 'croatia', 'sc dr popovpopov readership worldwideph', 'popovpopov readership', 'sc dr', 'engineering centerroom main streetcolumbia', 'dr popovpopov', 'main streetcolumbia', 'readership worldwideph', 'kiril metodij', 'centerroom main', 'skopje', 'illinois', 'zagreb'}"
129,"Potts, Jay","{'damon', 'hoffman', 'accomplished process', 'bldg room', 'cardiac malformation', 'myriad congenital', 'foundation future', 'sc prevalence', 'cell dev', 'extreme sociological', 'goodwin', 'malformation place', 'lineage pathway', 'av valve', 'canal responsible', 'mj', 'progenitor cell', 'cell transformation', 'septum accomplished', 'heart particular', 'mm', 'formed critical', 'road columbia', 'critical building', 'therapeutic measure', 'transformation understanding', 'atrioventricular canal', 'garner ferry', 'production av', 'personal burden', 'valve membranous', 'jd', 'school medicine bldg room garner ferry road columbia', 'portion interventricular', 'brook', 'potts', 'rl periostin', 'av av', 'measure norris', 'defect majority', 'epithelial mesenchymal', 'interventricular septum', 'canal av', 'rr', 'future therapeutic', 'region known', 'hart', 'medicine bldg', 'tan', 'known epithelial', 'mesenchymal cell', 'place extreme', 'room garner', 'canal formed', 'ra', 'yost', 'ferry road', 'pathway atrioventricular', 'markwald', 'school medicine', 'early heart', 'understanding early', 'responsible production', 'congenital cardiac', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'cardiac defect', 'promotes fibroblastic', 'junor', 'atrioventricular valve', 'sociological personal', 'involve region', 'membranous portion', 'periostin promotes', 'burden myriad', 'valve progenitor', 'majority involve', 'particular av', 'dev dyn', 'process known', 'fibroblastic lineage', 'av canal', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'building foundation', 'known atrioventricular', 'prevalence congenital'}"
130,"Qian, Yu","{'currently serving', 'transit track', 'rail transportation', 'qian ha', 'focusing heavy', 'simulation currently', 'committee member', 'serving committee', 'geotechnics railroad', 'railroad infrastructure', 'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'discrete element simulation currently serving committee member three trb committee', 'ha working', 'infrastructure related', 'dr yu', 'geosynthetics', 'member three', 'trb committee', 'pavement', 'speed rail', 'transportation geotechnics', 'arema committee', 'heavy haul', 'working transportation', 'element simulation', 'high speed rail', 'mainly focusing heavy haul transit track structure', 'track structure', 'asce rail', 'mainly focusing', 'yu qian', 'high speed', 'two arema committee', 'discrete element', 'three trb', 'two arema', 'asce rail transportation committee', 'haul transit', 'transportation committee'}"
131,"Ranson, Bill ","{'application technology', 'vision application', 'measurement system', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'scale invariant', 'system life', 'system measurement', 'computer vision', 'ranson scale', 'modeling mechanical', 'dr ranson', 'mathematical modeling', 'prediction application', 'learning system', 'technology learning', 'invariant computer', 'dr ranson scale invariant computer vision application measurement mechanical system', 'application measurement', 'mechanical system', 'measurement mechanical', 'life prediction'}"
132,"Regalbuto, John R.","{'engineering centerroom', 'sc', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'notre dame', 'centerroom main'}"
133,"Regan, Elizabeth A.","{'sc', 'system management', 'assembly street', 'kentucky medical', 'neky rhio', 'professor arnold', 'chair health', 'morehead state', 'extension center', 'professor health', 'integrated information', 'donna smith', 'also serf', 'appointed national', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'health system', 'arnold school', 'adjunct professor', 'also adjunct', 'five year', 'served five', 'two year', 'health prior', 'connecticutm', 'usc july', 'information exchange', 'chair department', 'wa recently', 'eastern kentucky', 'innovation assembly street', 'technology also', 'program wa', 'elmer donna', 'served chair department information system', 'board director', 'serf regional', 'recently appointed', 'management two', 'college business', 'organization neky', 'kentucky', 'regional health', 'information technology', 'information organization', 'regan chair', 'exchange faculty', 'physician leadership', 'founding member', 'technology associate', 'himss innovation', 'regan served', 'coordinating council', 'member first', 'medical school', 'connecticutdr elizabeth', 'faculty kentucky', 'national himss', 'rhio also', 'innovation committee', 'department integrated', 'kentucky dr', 'health information', 'first board', 'year serf', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'leadership program', 'year', 'serf board', 'northeast kentucky', 'public health', 'associate professor', 'suite', 'center eastern', 'elizabeth regan', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'endowed chair', 'kentucky regional', 'council kentucky', 'school rural', 'innovation assembly', 'smith endowed', 'director northeast', 'chair rhio', 'kentucky state', 'board chair', 'dr regan', 'state health', 'rural physician', 'information system', 'department information', 'joining usc', 'served chair', 'prior joining', 'year coordinating', 'regional extension', 'school public'}"
